Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall
65640,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,46,2279,395,329,0
44319,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,45,2232,34,31,0
30631,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,46,2511,50,30,0
75278,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,68,2675,856,782,0
50898,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,64,2696,724,589,0
79946,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,54,2207,1450,1422,0
35416,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,71,2540,339,288,0
32414,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,36,2519,40,28,1
38361,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,51,2343,123,109,0
82497,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,40,2765,1716,1513,1
16626,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,49,2324,55,42,0
29672,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,55,2633,17,9,0
55951,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,68,2834,1334,1294,2
35388,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,32,2638,24,16,0
42386,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,34,2691,89,78,0
68627,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,38,2692,787,749,0
57912,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,55,2263,881,846,1
35246,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,62,2233,52,42,0
58821,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,64,2419,700,672,0
46377,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,42,2279,90,90,0
39747,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,32,2236,221,169,0
23976,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,36,2343,41,16,0
80950,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,59,2617,1150,1087,1
27038,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,1,54,2808,92,77,0
77457,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,73,2275,1146,1135,1
64100,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,56,2451,536,526,1
42670,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,28,2587,226,211,0
12571,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,44,2321,36,19,0
22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,53,2403,35,33,0
70893,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,44,2667,1494,1480,0
54198,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,54,2353,218,201,0
28839,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,64,2269,31,30,0
40321,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,48,2494,75,48,0
66503,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,35,2843,351,301,0
30833,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,69,2507,22,16,0
64795,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,49,2687,603,526,0
34421,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,46,2522,21,12,0
47025,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,55,2299,19,18,0
64325,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,59,2666,1234,1161,0
40464,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,67,2693,589,548,0
62187,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,63,2518,1157,1031,0
14849,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,44,2521,56,47,0
27255,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,36,2393,35,33,0
54432,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,70,2575,38,38,0
29999,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,34,2660,149,138,0
24072,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,37,2598,19,15,0
33996,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,31,2450,65,59,0
66334,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,64,2611,1138,1115,0
35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,49,2694,41,23,1
22010,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,37,2523,25,17,0
62204,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,60,2814,807,668,0
75693,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,52,2729,1412,1382,3
30675,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,48,2753,41,20,0
83003,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,55,2642,1552,1430,1
68655,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,32,2847,1500,1462,0
41411,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,34,2363,121,103,0
55212,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,51,2742,1148,1114,2
59292,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,70,2540,493,479,0
27190,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,47,2477,15,12,1
82623,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,68,2390,767,594,0
44300,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,55,2530,39,36,0
84835,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,1,50,2172,972,754,0
30372,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,49,2710,37,30,0
33181,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,44,2336,12,8,1
71113,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,63,2353,827,819,0
71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,34,2694,1350,1257,2
69759,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,54,2403,1029,1029,0
72099,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,46,2769,1166,1144,0
60000,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,44,2713,1265,1253,0
38643,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,0,42,2371,39,29,0
50737,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,65,2573,89,79,1
68462,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,51,2723,1622,1574,0
65073,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,0,77,2472,892,884,0
46681,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,72,2423,387,349,0
78618,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,63,2798,2092,2031,1
62187,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,51,2258,595,554,0
28442,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,42,2284,51,45,0
37717,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,42,2742,20,15,0
51479,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,53,2707,429,364,0
54803,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,51,2836,551,409,0
79530,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,60,2567,1319,1290,0
31615,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,44,2629,42,33,0
72025,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,58,2748,1699,1466,0
52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,45,2734,952,914,0
35684,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,36,2227,27,24,0
48178,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,45,2768,216,178,0
29548,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,50,2463,18,7,1
63810,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,54,2754,1270,1169,1
38578,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,1,48,2531,70,67,0
46098,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,45,2839,84,48,0
22585,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,50,2627,42,3,1
30279,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,31,2705,36,35,0
66426,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,59,2429,1220,1063,0
30822,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,51,2539,39,27,0
33581,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,51,2696,16,15,0
19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,35,2386,16,10,0
27421,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,66,2723,269,214,0
35688,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,47,2835,179,147,0
36143,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,39,2250,13,7,0
10245,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,49,2569,28,15,0
43795,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,52,2415,385,278,1
63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,60,2791,846,687,0
38823,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,71,2827,91,68,0
83664,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,52,2576,1087,1001,0
90300,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,41,2336,1681,1624,1
62499,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,41,2361,218,214,0
74293,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,27,2215,1046,965,0
51012,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,74,2596,185,161,0
70777,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,52,2283,709,631,0
68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,29,2425,1553,1508,0
43824,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,49,2811,154,122,0
15345,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,36,2826,28,9,0
23442,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,33,2711,22,17,0
14515,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,1,40,2756,61,26,0
31395,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,64,2622,57,50,0
75276,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,55,2799,1019,998,0
42373,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,46,2477,144,125,0
30507,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,60,2634,233,123,0
55521,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,65,2409,442,438,1
48006,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,55,2179,39,37,0
27213,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,48,2827,67,64,0
65808,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,49,2189,262,252,0
30351,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,46,2547,44,42,0
50437,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,57,2779,486,482,0
23616,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,1,38,2748,47,15,0
53858,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,44,2756,889,863,0
66465,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,65,2615,1471,1457,1
46923,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,33,2835,363,357,0
75072,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,58,2681,948,823,0
75865,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,77,2249,1230,1218,0
19789,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,45,2380,50,22,1
80134,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,26,2294,1352,1326,4
91065,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,1,39,2651,1360,1246,2
49505,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,49,2640,723,695,0
37401,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,47,2213,45,42,0
30096,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,37,2197,36,27,0
18492,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,38,2183,9,8,0
82584,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,46,2549,1367,1299,2
93027,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,79,2601,2098,2077,1
48686,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,67,2366,19,18,0
92910,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,34,2225,1762,1729,3
75433,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,31,2244,1131,1074,2
10404,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,31,2215,31,19,0
61314,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,52,2589,836,664,0
84865,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,1,59,2575,1672,1656,4
42387,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,31,2767,493,302,0
67309,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,53,2681,987,892,0
75236,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,56,2375,954,840,0
30015,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,50,2306,52,47,0
50943,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,64,2532,40,34,0
67272,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,54,2349,719,705,0
51529,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,71,2454,445,423,0
32011,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,49,2470,117,112,0
7500,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,34,2666,27,18,0
28691,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,31,2519,30,26,0
56223,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,72,2350,152,148,0
18100,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,74,2486,13,12,0
30279,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,31,2705,36,35,0
20130,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,46,2263,22,10,0
23295,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,61,2510,15,10,0
42618,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,48,2422,182,172,0
81246,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,56,2341,1342,1305,2
24027,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,44,2544,43,38,0
55707,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,67,2348,393,358,0
57959,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,65,2582,835,802,0
56796,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,51,2657,964,927,0
36230,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,49,2414,56,53,0
70829,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,40,2369,408,385,0
65991,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,44,2819,962,953,0
38988,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,48,2837,306,264,0
89572,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,1,54,2811,1995,1931,2
42207,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,1,36,2613,219,173,1
50300,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,68,2194,265,260,0
66664,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,38,2801,1257,1225,0
60597,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,1,56,2338,827,761,1
70165,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,71,2439,804,682,0
50520,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,62,2311,121,107,0
80124,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,57,2162,1254,1013,1
33183,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,45,2284,83,46,0
66582,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,51,2277,1288,1288,0
75261,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,65,2591,1726,1709,2
31880,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,50,2765,12,9,0
53790,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,69,2274,537,532,0
49269,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,49,2842,832,774,0
61456,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,45,2618,1299,1210,0
37406,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,40,2421,14,11,0
56937,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,39,2853,898,890,1
38415,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,42,2702,40,36,0
20518,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,32,2201,16,7,0
62503,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,64,2655,856,739,0
41644,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,48,2210,29,27,0
55842,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,43,2196,494,470,0
62010,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,48,2773,438,346,0
41124,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,43,2765,387,268,0
38961,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,47,2340,46,22,0
37760,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,48,2481,54,54,0
32233,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,46,2838,224,152,1
43057,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,45,2401,261,256,0
83151,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,60,2786,729,711,0
78825,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,1,56,2812,877,859,0
65104,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,44,2386,1003,953,0
60093,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,46,2527,645,555,0
14045,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,51,2313,19,18,0
28457,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,68,2768,191,177,0
78952,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,62,2802,1958,1824,0
46310,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,44,2732,295,281,0
76005,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,65,2651,1682,1642,1
58308,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,56,2692,770,640,0
55614,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,76,2373,656,630,1
59432,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,58,2601,651,639,0
55563,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,42,2244,41,39,0
78642,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,49,2593,1799,1782,0
67911,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,71,2197,976,976,0
65275,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,76,2611,725,704,0
27203,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,70,2851,40,16,0
48330,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,59,2385,32,32,0
24279,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,30,2706,155,47,0
64355,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,35,2833,1292,1139,0
50943,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,64,2532,40,34,0
53653,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,67,2758,1102,994,0
65665,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,44,2368,916,887,0
81217,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,31,2504,1073,989,0
34935,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,28,2532,117,97,0
61250,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,61,2719,671,612,0
39665,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,39,2559,185,154,1
60152,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,41,2617,852,761,0
48920,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,56,2411,341,335,1
89120,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,61,2263,1869,1814,1
44124,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,74,2573,345,293,0
81169,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,45,2600,2062,2035,0
36443,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,59,2670,118,98,0
26095,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,30,2523,31,20,0
71367,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,61,2469,702,627,0
80184,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,76,2279,1902,1902,2
30630,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,55,2312,42,32,0
73454,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,33,2279,1476,1301,1
42691,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,29,2476,300,242,0
70503,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,67,2796,1661,1595,2
25545,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,33,2818,125,40,0
32880,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,34,2731,40,38,0
77863,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,62,2373,1279,1267,0
50353,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,43,2180,407,372,0
61839,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,56,2845,1775,1655,0
49154,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,60,2397,340,269,0
47682,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,45,2658,460,399,0
72679,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,51,2443,1114,1060,0
57954,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,43,2170,484,475,1
65316,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,58,2590,222,184,0
28567,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,38,2536,40,34,0
47352,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,69,2603,304,289,0
44931,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,53,2321,89,82,0
76982,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,53,2293,1032,1002,1
57247,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,68,2484,226,220,0
22944,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,39,2347,50,24,0
25315,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,43,2393,32,10,0
43638,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,51,2851,182,163,0
42710,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,36,2737,304,202,0
84169,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,38,2485,1919,1919,2
54058,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,44,2549,608,554,0
24683,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,30,2272,35,29,0
85620,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1,56,2332,1554,1508,0
47850,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,40,2367,124,114,0
19514,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,1,52,2313,41,13,1
27159,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,47,2251,20,19,0
39548,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,57,2249,36,18,0
21474,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,1,31,2241,57,23,1
60504,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,49,2301,492,458,0
22419,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,57,2596,120,78,0
81698,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,71,2394,961,914,0
43462,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,68,2814,225,210,0
54880,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,42,2644,677,559,0
79908,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,38,2609,1661,1550,1
15315,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,50,2489,47,30,0
